model,case_id,replicate_index,semantic_program_id,json_patch,line_patch,rewrite_with_ids,all_conditions_available
NousResearch/Hermes-4-70B,remove_scoped_duplicate_016,1,remove_scoped_duplicate:template-00,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_016,2,remove_scoped_duplicate:template-00,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_017,0,remove_scoped_duplicate:template-01,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_017,1,remove_scoped_duplicate:template-01,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_017,2,remove_scoped_duplicate:template-01,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_018,0,remove_scoped_duplicate:template-02,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_018,1,remove_scoped_duplicate:template-02,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_018,2,remove_scoped_duplicate:template-02,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_019,0,remove_scoped_duplicate:template-03,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_019,1,remove_scoped_duplicate:template-03,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_019,2,remove_scoped_duplicate:template-03,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_020,0,remove_scoped_duplicate:template-04,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_020,1,remove_scoped_duplicate:template-04,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_020,2,remove_scoped_duplicate:template-04,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_021,0,remove_scoped_duplicate:template-05,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_021,1,remove_scoped_duplicate:template-05,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_021,2,remove_scoped_duplicate:template-05,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_022,0,remove_scoped_duplicate:template-06,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_022,1,remove_scoped_duplicate:template-06,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_022,2,remove_scoped_duplicate:template-06,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_023,0,remove_scoped_duplicate:template-07,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_023,1,remove_scoped_duplicate:template-07,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_023,2,remove_scoped_duplicate:template-07,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_024,0,remove_scoped_duplicate:template-00,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_024,1,remove_scoped_duplicate:template-00,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_024,2,remove_scoped_duplicate:template-00,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_025,0,remove_scoped_duplicate:template-01,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_025,1,remove_scoped_duplicate:template-01,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_025,2,remove_scoped_duplicate:template-01,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_026,0,remove_scoped_duplicate:template-02,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_026,1,remove_scoped_duplicate:template-02,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_026,2,remove_scoped_duplicate:template-02,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_027,0,remove_scoped_duplicate:template-03,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_027,1,remove_scoped_duplicate:template-03,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_027,2,remove_scoped_duplicate:template-03,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_028,0,remove_scoped_duplicate:template-04,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_028,1,remove_scoped_duplicate:template-04,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_028,2,remove_scoped_duplicate:template-04,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_029,0,remove_scoped_duplicate:template-05,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_029,1,remove_scoped_duplicate:template-05,True,True,True,True
NousResearch/Hermes-4-70B,remove_scoped_duplicate_029,2,remove_scoped_duplicate:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_000,0,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_000,1,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_000,2,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_001,0,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_001,1,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_001,2,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_002,0,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_002,1,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_002,2,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_003,0,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_003,1,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_003,2,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_004,0,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_004,1,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_004,2,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_005,0,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_005,1,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_005,2,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_006,0,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_006,1,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_006,2,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_007,0,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_007,1,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_007,2,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_008,0,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_008,1,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_008,2,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_009,0,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_009,1,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_009,2,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_010,0,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_010,1,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_010,2,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_011,0,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_011,1,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_011,2,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_012,0,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_012,1,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_012,2,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_013,0,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_013,1,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_013,2,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_014,0,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_014,1,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_014,2,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_015,0,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_015,1,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_015,2,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_016,0,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_016,1,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_016,2,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_017,0,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_017,1,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_017,2,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_018,0,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_018,1,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_018,2,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_019,0,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_019,1,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_019,2,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_020,0,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_020,1,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_020,2,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_021,0,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_021,1,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_021,2,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_022,0,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_022,1,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_022,2,replace_item:template-06,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_023,0,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_023,1,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_023,2,replace_item:template-07,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_024,0,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_024,1,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_024,2,replace_item:template-00,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_025,0,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_025,1,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_025,2,replace_item:template-01,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_026,0,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_026,1,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_026,2,replace_item:template-02,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_027,0,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_027,1,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_027,2,replace_item:template-03,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_028,0,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_028,1,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_028,2,replace_item:template-04,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_029,0,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_029,1,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,replace_item_029,2,replace_item:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_000,0,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_000,1,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_000,2,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_001,0,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_001,1,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_001,2,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_002,0,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_002,1,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_002,2,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_003,0,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_003,1,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_003,2,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_004,0,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_004,1,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_004,2,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_005,0,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_005,1,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_005,2,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_006,0,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_006,1,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_006,2,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_007,0,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_007,1,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_007,2,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_008,0,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_008,1,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_008,2,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_009,0,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_009,1,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_009,2,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_010,0,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_010,1,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_010,2,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_011,0,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_011,1,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_011,2,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_012,0,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_012,1,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_012,2,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_013,0,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_013,1,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_013,2,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_014,0,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_014,1,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_014,2,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_015,0,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_015,1,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_015,2,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_016,0,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_016,1,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_016,2,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_017,0,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_017,1,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_017,2,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_018,0,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_018,1,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_018,2,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_019,0,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_019,1,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_019,2,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_020,0,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_020,1,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_020,2,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_021,0,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_021,1,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_021,2,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_022,0,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_022,1,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_022,2,size_change_scoped:template-06,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_023,0,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_023,1,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_023,2,size_change_scoped:template-07,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_024,0,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_024,1,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_024,2,size_change_scoped:template-00,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_025,0,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_025,1,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_025,2,size_change_scoped:template-01,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_026,0,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_026,1,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_026,2,size_change_scoped:template-02,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_027,0,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_027,1,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_027,2,size_change_scoped:template-03,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_028,0,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_028,1,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_028,2,size_change_scoped:template-04,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_029,0,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_029,1,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,size_change_scoped_029,2,size_change_scoped:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_000,0,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_000,1,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_000,2,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_001,0,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_001,1,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_001,2,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_002,0,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_002,1,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_002,2,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_003,0,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_003,1,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_003,2,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_004,0,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_004,1,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_004,2,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_005,0,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_005,1,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_005,2,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_006,0,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_006,1,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_006,2,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_007,0,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_007,1,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_007,2,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_008,0,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_008,1,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_008,2,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_009,0,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_009,1,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_009,2,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_010,0,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_010,1,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_010,2,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_011,0,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_011,1,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_011,2,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_012,0,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_012,1,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_012,2,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_013,0,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_013,1,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_013,2,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_014,0,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_014,1,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_014,2,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_015,0,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_015,1,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_015,2,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_016,0,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_016,1,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_016,2,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_017,0,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_017,1,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_017,2,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_018,0,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_018,1,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_018,2,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_019,0,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_019,1,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_019,2,stale_reference:template-03,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_020,0,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_020,1,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_020,2,stale_reference:template-04,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_021,0,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_021,1,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_021,2,stale_reference:template-05,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_022,0,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_022,1,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_022,2,stale_reference:template-06,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_023,0,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_023,1,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_023,2,stale_reference:template-07,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_024,0,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_024,1,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_024,2,stale_reference:template-00,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_025,0,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_025,1,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_025,2,stale_reference:template-01,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_026,0,stale_reference:template-02,True,True,True,True
NousResearch/Hermes-4-70B,stale_reference_026,1,stale_reference:template-02,True,True,True,True
